           1.5	           0.5	          -0.5	          -0.590909
        1.4697	      0.489899	     -0.489899	       -0.621212
       1.43939	      0.479798	     -0.479798	      -0.651515
       1.40909	      0.469697	     -0.469697	      -0.681818
       1.37879	      0.459596	     -0.459596	      -0.712121
       1.34848	      0.449495	     -0.449495	      -0.742424
       1.31818	      0.439394	     -0.439394	      -0.772727
       1.28788	      0.429293	     -0.429293	      -0.80303
       1.25758	      0.419192	     -0.419192	      -0.833333
       1.22727	      0.409091	     -0.409091	      -0.863636
       1.19697	       0.39899	      -0.39899	      -0.893939
       1.16667	      0.388889	     -0.388889	      -0.924242
       1.13636	      0.378788	     -0.378788	      -0.954545
       1.10606	      0.368687	     -0.368687	      -0.984848
       1.07576	      0.358586	     -0.358586	      -1.01515
       1.04545	      0.348485	     -0.348485	      -1.04545
       1.01515	      0.338384	     -0.338384	      -1.01515
      0.984848	      0.328283	     -0.328283	     -0.984848
      0.954545	      0.318182	     -0.318182	     -0.954545
      0.924242	      0.308081	     -0.308081	     -0.924242
      0.893939	       0.29798	      -0.29798	     -0.893939
      0.863636	      0.287879	     -0.287879	     -0.863636
      0.833333	      0.277778	     -0.277778	     -0.833333
       0.80303	      0.267677	     -0.267677	      -0.80303
      0.772727	      0.257576	     -0.257576	     -0.772727
      0.742424	      0.247475	     -0.247475	     -0.742424
      0.712121	      0.237374	     -0.237374	     -0.712121
      0.681818	      0.227273	     -0.227273	     -0.681818
      0.651515	      0.217172	     -0.217172	     -0.651515
      0.621212	      0.207071	     -0.207071	     -0.621212
      0.590909	       0.19697	      -0.19697	     -0.590909
      0.560606	      0.186869	     -0.186869	     -0.560606
      0.530303	      0.176768	     -0.176768	     -0.530303
           0.5	      0.166667	     -0.166667	          -0.5
      0.469697	      0.156566	     -0.156566	     -0.469697
      0.439394	      0.146465	     -0.146465	     -0.439394
      0.409091	      0.136364	     -0.136364	     -0.409091
      0.378788	      0.126263	     -0.126263	     -0.378788
      0.348485	      0.116162	     -0.116162	     -0.348485
      0.318182	      0.106061	     -0.106061	     -0.318182
      0.287879	     0.0959596	    -0.0959596	     -0.287879
      0.257576	     0.0858586	    -0.0858586	     -0.257576
      0.227273	     0.0757576	    -0.0757576	     -0.227273
       0.19697	     0.0656566	    -0.0656566	      -0.19697
      0.166667	     0.0555555	    -0.0555555	     -0.166667
      0.136364	     0.0454545	    -0.0454545	     -0.136364
      0.106061	     0.0353535	    -0.0353535	     -0.106061
     0.0757576	     0.0252525	    -0.0252525	    -0.0757576
     0.0454545	     0.0151515	    -0.0151515	    -0.0454545
     0.0151515	     0.0050505	    -0.0050505	    -0.0151515
    -0.0151515	   -0.00505051	    0.00505051	     0.0151515
    -0.0454546	    -0.0151515	     0.0151515	     0.0454546
    -0.0757576	    -0.0252525	     0.0252525	     0.0757576
     -0.106061	    -0.0353535	     0.0353535	      0.106061
     -0.136364	    -0.0454546	     0.0454546	      0.136364
     -0.166667	    -0.0555556	     0.0555556	      0.166667
      -0.19697	    -0.0656566	     0.0656566	       0.19697
     -0.227273	    -0.0757576	     0.0757576	      0.227273
     -0.257576	    -0.0858586	     0.0858586	      0.257576
     -0.287879	    -0.0959596	     0.0959596	      0.287879
     -0.318182	     -0.106061	      0.106061	      0.318182
     -0.348485	     -0.116162	      0.116162	      0.348485
     -0.378788	     -0.126263	      0.126263	      0.378788
     -0.409091	     -0.136364	      0.136364	      0.409091
     -0.439394	     -0.146465	      0.146465	      0.439394
     -0.469697	     -0.156566	      0.156566	      0.469697
          -0.5	     -0.166667	      0.166667	           0.5
     -0.530303	     -0.176768	      0.176768	      0.530303
     -0.560606	     -0.186869	      0.186869	      0.560606
     -0.590909	      -0.19697	       0.19697	      0.590909
     -0.621212	     -0.207071	      0.207071	      0.621212
     -0.651515	     -0.217172	      0.217172	      0.651515
     -0.681818	     -0.227273	      0.227273	      0.681818
     -0.712121	     -0.237374	      0.237374	      0.712121
     -0.742424	     -0.247475	      0.247475	      0.742424
     -0.772727	     -0.257576	      0.257576	      0.772727
      -0.80303	     -0.267677	      0.267677	       0.80303
     -0.833333	     -0.277778	      0.277778	      0.833333
     -0.863636	     -0.287879	      0.287879	      0.863636
     -0.893939	      -0.29798	       0.29798	      0.893939
     -0.924242	     -0.308081	      0.308081	      0.924242
     -0.954545	     -0.318182	      0.318182	      0.954545
     -0.984849	     -0.328283	      0.328283	      0.984849
      -1.01515	     -0.338384	      0.338384	       1.01515
      -1.04545	     -0.348485	      0.348485	       1.04545
      -1.07576	     -0.358586	      0.358586	       1.07576
      -1.10606	     -0.368687	      0.368687	       1.10606
      -1.13636	     -0.378788	      0.378788	       1.13636
      -1.16667	     -0.388889	      0.388889	       1.16667
      -1.19697	      -0.39899	       0.39899	       1.19697
      -1.22727	     -0.409091	      0.409091	       1.22727
      -1.25758	     -0.419192	      0.419192	       1.25758
      -1.28788	     -0.429293	      0.429293	       1.28788
      -1.31818	     -0.439394	      0.439394	       1.31818
      -1.34848	     -0.449495	      0.449495	       1.34848
      -1.37879	     -0.459596	      0.459596	       1.37879
      -1.40909	     -0.469697	      0.469697	       1.40909
      -1.43939	     -0.479798	      0.479798	       1.43939
       -1.4697	     -0.489899	      0.489899	        1.4697
          -1.5	          -0.5	           0.5	           1.5
